scenario_id,action,draw,score,action_order_position
S1_045,Drev_commission_review,32,5,1
S1_045,Drev_sack_ceo,32,5,2
S1_045,Drev_no_action,32,1,3
S1_045,Drev_commission_review,30,5,1
S1_045,Drev_sack_ceo,30,5,2
S1_045,Drev_no_action,30,1,3
S1_045,Drev_no_action,33,1,1
S1_045,Drev_commission_review,33,4,2
S1_045,Drev_sack_ceo,33,5,3
S1_045,Drev_sack_ceo,35,5,1
S1_045,Drev_commission_review,35,4,2
S1_045,Drev_no_action,35,1,3
S1_045,Drev_sack_ceo,36,5,1
S1_045,Drev_no_action,36,1,2
S1_045,Drev_commission_review,36,4,3
S1_010,D0_minimal,0,1,1
S1_010,D1_review,0,4,2
S1_010,D3_ceo_transition,0,5,3
S1_045,Drev_no_action,37,1,1
S1_045,Drev_commission_review,37,4,2
S1_045,Drev_sack_ceo,37,5,3
S1_010,D0_minimal,3,1,1
S1_010,D1_review,3,4,3
S1_010,D3_ceo_transition,3,5,2
S1_010,D0_minimal,1,1,1
S1_010,D1_review,1,4,2
S1_010,D3_ceo_transition,1,5,3
S1_045,Drev_commission_review,40,5,1
S1_045,Drev_sack_ceo,40,5,2
S1_045,Drev_no_action,40,1,3
S1_010,D1_review,5,5,1
S1_010,D0_minimal,5,1,2
S1_010,D3_ceo_transition,5,4,3
S1_045,Drev_no_action,42,1,1
S1_045,Drev_sack_ceo,42,5,2
S1_045,Drev_commission_review,42,4,3
S1_010,D0_minimal,2,1,1
S1_010,D1_review,2,4,3
S1_010,D3_ceo_transition,2,5,2
S1_010,D1_review,4,5,1
S1_010,D0_minimal,4,1,2
S1_010,D3_ceo_transition,4,4,3
S1_045,Drev_no_action,39,1,1
S1_045,Drev_sack_ceo,39,5,2
S1_045,Drev_commission_review,39,4,3
S1_045,Drev_commission_review,47,4,1
S1_045,Drev_sack_ceo,47,5,2
S1_045,Drev_no_action,47,1,3
S1_045,Drev_commission_review,38,5,1
S1_045,Drev_no_action,38,1,2
S1_045,Drev_sack_ceo,38,5,3
S1_045,Drev_no_action,46,1,1
S1_045,Drev_sack_ceo,46,5,2
S1_045,Drev_commission_review,46,4,3
S1_045,Drev_commission_review,45,5,1
S1_045,Drev_sack_ceo,45,5,2
S1_045,Drev_no_action,45,1,3
S1_010,D3_ceo_transition,6,5,1
S1_010,D0_minimal,6,1,2
S1_010,D1_review,6,4,3
S1_045,Drev_commission_review,41,5,1
S1_045,Drev_no_action,41,1,2
S1_045,Drev_sack_ceo,41,4,3
S1_045,Drev_sack_ceo,44,5,1
S1_045,Drev_commission_review,44,4,2
S1_045,Drev_no_action,44,1,3
S1_045,Drev_commission_review,43,5,1
S1_045,Drev_sack_ceo,43,5,2
S1_045,Drev_no_action,43,1,3
S1_010,D3_ceo_transition,7,5,1
S1_010,D1_review,7,4,2
S1_010,D0_minimal,7,1,3
S1_010,D1_review,8,5,1
S1_010,D0_minimal,8,1,2
S1_010,D3_ceo_transition,8,4,3
S1_045,Drev_sack_ceo,49,5,1
S1_045,Drev_commission_review,49,4,2
S1_045,Drev_no_action,49,1,3
S1_010,D0_minimal,10,1,2
S1_010,D1_review,10,4,1
S1_010,D3_ceo_transition,10,5,3
S1_010,D1_review,11,5,1
S1_010,D3_ceo_transition,11,4,2
S1_010,D0_minimal,11,1,3
S1_010,D1_review,9,5,1
S1_010,D0_minimal,9,1,2
S1_010,D3_ceo_transition,9,4,3
S1_010,D1_review,13,5,1
S1_010,D3_ceo_transition,13,4,2
S1_010,D0_minimal,13,1,3
S1_045,Drev_commission_review,48,5,1
S1_045,Drev_no_action,48,1,2
S1_045,Drev_sack_ceo,48,4,3
S1_010,D1_review,16,5,1
S1_010,D3_ceo_transition,16,4,2
S1_010,D0_minimal,16,1,3
S1_010,D0_minimal,15,1,2
S1_010,D1_review,15,4,1
S1_010,D3_ceo_transition,15,5,3
S1_010,D1_review,14,5,1
S1_010,D3_ceo_transition,14,4,2
S1_010,D0_minimal,14,1,3
S1_010,D1_review,12,5,1
S1_010,D0_minimal,12,1,2
S1_010,D3_ceo_transition,12,4,3
S1_010,D0_minimal,17,1,1
S1_010,D1_review,17,4,3
S1_010,D3_ceo_transition,17,5,2
S1_010,D0_minimal,19,1,1
S1_010,D1_review,19,4,3
S1_010,D3_ceo_transition,19,5,2
S1_010,D3_ceo_transition,18,5,1
S1_010,D0_minimal,18,1,2
S1_010,D1_review,18,4,3
S1_010,D0_minimal,23,1,2
S1_010,D1_review,23,4,1
S1_010,D3_ceo_transition,23,5,3
S1_010,D0_minimal,20,1,1
S1_010,D1_review,20,4,3
S1_010,D3_ceo_transition,20,5,2
S1_010,D3_ceo_transition,21,5,1
S1_010,D0_minimal,21,1,2
S1_010,D1_review,21,4,3
S1_010,D3_ceo_transition,22,5,1
S1_010,D1_review,22,4,2
S1_010,D0_minimal,22,1,3
S1_010,D1_review,25,5,1
S1_010,D3_ceo_transition,25,4,2
S1_010,D0_minimal,25,1,3
S1_010,D0_minimal,24,1,1
S1_010,D1_review,24,4,2
S1_010,D3_ceo_transition,24,5,3
S1_010,D3_ceo_transition,27,5,1
S1_010,D0_minimal,27,1,2
S1_010,D1_review,27,4,3
S1_010,D3_ceo_transition,28,5,1
S1_010,D1_review,28,4,2
S1_010,D0_minimal,28,1,3
S1_010,D0_minimal,29,1,1
S1_010,D1_review,29,4,3
S1_010,D3_ceo_transition,29,5,2
S1_010,D0_minimal,26,1,1
S1_010,D1_review,26,4,2
S1_010,D3_ceo_transition,26,5,3
S1_010,D0_minimal,32,1,1
S1_010,D1_review,32,4,2
S1_010,D3_ceo_transition,32,5,3
S1_010,D1_review,30,5,1
S1_010,D0_minimal,30,1,2
S1_010,D3_ceo_transition,30,4,3
S1_010,D3_ceo_transition,33,5,1
S1_010,D0_minimal,33,1,2
S1_010,D1_review,33,4,3
S1_010,D0_minimal,34,1,1
S1_010,D3_ceo_transition,34,4,2
S1_010,D1_review,34,5,3
S1_010,D3_ceo_transition,36,5,1
S1_010,D0_minimal,36,1,2
S1_010,D1_review,36,4,3
S1_010,D3_ceo_transition,31,5,1
S1_010,D0_minimal,31,1,2
S1_010,D1_review,31,4,3
S1_010,D0_minimal,37,1,1
S1_010,D1_review,37,4,2
S1_010,D3_ceo_transition,37,5,3
S1_010,D0_minimal,35,1,1
S1_010,D3_ceo_transition,35,4,2
S1_010,D1_review,35,5,3
S1_010,D1_review,40,5,1
S1_010,D3_ceo_transition,40,4,2
S1_010,D0_minimal,40,1,3
S1_010,D1_review,41,5,1
S1_010,D0_minimal,41,1,2
S1_010,D3_ceo_transition,41,4,3
S1_010,D3_ceo_transition,38,5,1
S1_010,D1_review,38,4,2
S1_010,D0_minimal,38,1,3
S1_010,D1_review,42,5,1
S1_010,D3_ceo_transition,42,4,2
S1_010,D0_minimal,42,1,3
S1_010,D0_minimal,39,1,1
S1_010,D1_review,39,4,2
S1_010,D3_ceo_transition,39,5,3
S1_010,D3_ceo_transition,48,5,1
S1_010,D1_review,48,4,2
S1_010,D0_minimal,48,1,3
S1_010,D0_minimal,46,1,1
S1_010,D1_review,46,4,2
S1_010,D3_ceo_transition,46,5,3
S1_010,D1_review,49,5,1
S1_010,D3_ceo_transition,49,4,2
S1_010,D0_minimal,49,1,3
S1_025,D3_ceo_transition,1,5,1
S1_025,D1_review,1,4,2
S1_025,D0_minimal,1,1,3
S1_010,D0_minimal,43,1,1
S1_010,D1_review,43,4,3
S1_010,D3_ceo_transition,43,5,2
S1_010,D1_review,45,5,1
S1_010,D0_minimal,45,1,2
S1_010,D3_ceo_transition,45,4,3
S1_010,D3_ceo_transition,44,5,1
S1_010,D1_review,44,4,2
S1_010,D0_minimal,44,1,3
S1_010,D1_review,47,4,1
S1_010,D3_ceo_transition,47,5,2
S1_010,D0_minimal,47,1,3
S1_025,D0_minimal,0,1,3
S1_025,D1_review,0,4,1
S1_025,D3_ceo_transition,0,5,2
S1_025,D3_ceo_transition,3,5,1
S1_025,D1_review,3,4,2
S1_025,D0_minimal,3,1,3
S1_025,D0_minimal,2,1,1
S1_025,D1_review,2,4,3
S1_025,D3_ceo_transition,2,5,2
S1_025,D0_minimal,5,1,1
S1_025,D1_review,5,4,2
S1_025,D3_ceo_transition,5,5,3
S1_025,D3_ceo_transition,4,5,1
S1_025,D1_review,4,4,2
S1_025,D0_minimal,4,1,3
S1_025,D1_review,6,5,1
S1_025,D3_ceo_transition,6,4,2
S1_025,D0_minimal,6,1,3
S1_025,D0_minimal,7,1,1
S1_025,D1_review,7,4,2
S1_025,D3_ceo_transition,7,5,3
S1_025,D1_review,10,5,1
S1_025,D0_minimal,10,1,2
S1_025,D3_ceo_transition,10,4,3
S1_025,D3_ceo_transition,9,5,1
S1_025,D0_minimal,9,1,2
S1_025,D1_review,9,4,3
S1_025,D3_ceo_transition,11,5,1
S1_025,D0_minimal,11,1,2
S1_025,D1_review,11,4,3
S1_025,D1_review,14,5,1
S1_025,D3_ceo_transition,14,4,2
S1_025,D0_minimal,14,1,3
S1_025,D0_minimal,8,1,2
S1_025,D1_review,8,4,1
S1_025,D3_ceo_transition,8,5,3
S1_025,D0_minimal,12,1,2
S1_025,D1_review,12,4,1
S1_025,D3_ceo_transition,12,5,3
S1_025,D3_ceo_transition,13,5,1
S1_025,D0_minimal,13,1,2
S1_025,D1_review,13,4,3
S1_025,D1_review,15,5,1
S1_025,D3_ceo_transition,15,4,2
S1_025,D0_minimal,15,1,3
S1_025,D3_ceo_transition,16,5,1
S1_025,D1_review,16,4,2
S1_025,D0_minimal,16,1,3
S1_025,D3_ceo_transition,19,5,1
S1_025,D0_minimal,19,1,2
S1_025,D1_review,19,4,3
S1_025,D3_ceo_transition,18,5,1
S1_025,D0_minimal,18,1,2
S1_025,D1_review,18,4,3
S1_025,D0_minimal,17,1,1
S1_025,D1_review,17,4,3
S1_025,D3_ceo_transition,17,5,2
S1_025,D0_minimal,23,1,2
S1_025,D1_review,23,4,1
S1_025,D3_ceo_transition,23,5,3
S1_025,D3_ceo_transition,20,5,1
S1_025,D0_minimal,20,1,2
S1_025,D1_review,20,4,3
S1_025,D1_review,21,5,1
S1_025,D0_minimal,21,1,2
S1_025,D3_ceo_transition,21,4,3
S1_025,D1_review,22,5,1
S1_025,D3_ceo_transition,22,4,2
S1_025,D0_minimal,22,1,3
S1_025,D1_review,25,5,1
S1_025,D3_ceo_transition,25,4,2
S1_025,D0_minimal,25,1,3
S1_025,D0_minimal,26,1,1
S1_025,D1_review,26,4,2
S1_025,D3_ceo_transition,26,5,3
S1_025,D0_minimal,24,1,2
S1_025,D1_review,24,4,1
S1_025,D3_ceo_transition,24,5,3
S1_025,D0_minimal,27,1,1
S1_025,D1_review,27,4,2
S1_025,D3_ceo_transition,27,5,3
S1_025,D0_minimal,29,1,1
S1_025,D3_ceo_transition,29,4,2
S1_025,D1_review,29,5,3
S1_025,D1_review,30,5,1
S1_025,D3_ceo_transition,30,4,2
S1_025,D0_minimal,30,1,3
S1_025,D0_minimal,32,1,3
S1_025,D1_review,32,4,2
S1_025,D3_ceo_transition,32,5,1
S1_025,D0_minimal,34,1,1
S1_025,D1_review,34,4,3
S1_025,D3_ceo_transition,34,5,2
S1_025,D3_ceo_transition,31,5,1
S1_025,D1_review,31,4,2
S1_025,D0_minimal,31,1,3
S1_025,D0_minimal,28,1,1
S1_025,D3_ceo_transition,28,4,2
S1_025,D1_review,28,5,3
S1_025,D3_ceo_transition,33,4,1
S1_025,D1_review,33,5,2
S1_025,D0_minimal,33,1,3
S1_025,D3_ceo_transition,37,5,1
S1_025,D1_review,37,4,2
S1_025,D0_minimal,37,1,3
S1_025,D1_review,36,5,1
S1_025,D0_minimal,36,1,2
S1_025,D3_ceo_transition,36,4,3
S1_025,D0_minimal,40,1,1
S1_025,D1_review,40,4,3
S1_025,D3_ceo_transition,40,5,2
S1_025,D3_ceo_transition,35,5,1
S1_025,D1_review,35,4,2
S1_025,D0_minimal,35,1,3
S1_025,D0_minimal,38,1,3
S1_025,D1_review,38,4,1
S1_025,D3_ceo_transition,38,5,2
S1_025,D1_review,42,4,1
S1_025,D0_minimal,42,1,2
S1_025,D3_ceo_transition,42,3,3
S1_025,D3_ceo_transition,43,5,1
S1_025,D0_minimal,43,1,2
S1_025,D1_review,43,4,3
S1_025,D0_minimal,41,1,1
S1_025,D1_review,41,4,2
S1_025,D3_ceo_transition,41,5,3
S1_025,D1_review,45,5,1
S1_025,D0_minimal,45,1,2
S1_025,D3_ceo_transition,45,4,3
S1_025,D1_review,39,5,1
S1_025,D3_ceo_transition,39,4,2
S1_025,D0_minimal,39,1,3
S1_025,D3_ceo_transition,46,5,1
S1_025,D0_minimal,46,1,2
S1_025,D1_review,46,4,3
S1_025,D1_review,47,5,1
S1_025,D0_minimal,47,1,2
S1_025,D3_ceo_transition,47,4,3
S1_025,D3_ceo_transition,48,5,1
S1_025,D0_minimal,48,1,2
S1_025,D1_review,48,4,3
S1_025,D0_minimal,44,1,3
S1_025,D1_review,44,5,1
S1_025,D3_ceo_transition,44,4,2
S1_025,D3_ceo_transition,49,5,1
S1_025,D1_review,49,4,2
S1_025,D0_minimal,49,1,3
S1_018,Drev_sack_ceo,0,5,1
S1_018,Drev_commission_review,0,4,2
S1_018,Drev_no_action,0,1,3
S1_018,Drev_sack_ceo,3,5,1
S1_018,Drev_no_action,3,1,2
S1_018,Drev_commission_review,3,4,3
S1_018,Drev_commission_review,1,5,1
S1_018,Drev_sack_ceo,1,4,2
S1_018,Drev_no_action,1,1,3
S1_018,Drev_no_action,4,1,1
S1_018,Drev_sack_ceo,4,5,2
S1_018,Drev_commission_review,4,4,3
S1_018,Drev_commission_review,2,4,1
S1_018,Drev_no_action,2,1,2
S1_018,Drev_sack_ceo,2,3,3
S1_018,Drev_sack_ceo,6,5,1
S1_018,Drev_no_action,6,1,2
S1_018,Drev_commission_review,6,4,3
S1_018,Drev_no_action,5,1,1
S1_018,Drev_commission_review,5,4,2
S1_018,Drev_sack_ceo,5,4,3
S1_018,Drev_no_action,7,1,1
S1_018,Drev_commission_review,7,4,3
S1_018,Drev_sack_ceo,7,5,2
S1_018,Drev_sack_ceo,8,5,1
S1_018,Drev_commission_review,8,4,2
S1_018,Drev_no_action,8,1,3
S1_018,Drev_commission_review,9,5,1
S1_018,Drev_sack_ceo,9,4,2
S1_018,Drev_no_action,9,1,3
S1_018,Drev_commission_review,10,5,1
S1_018,Drev_sack_ceo,10,4,2
S1_018,Drev_no_action,10,1,3
S1_018,Drev_no_action,13,1,1
S1_018,Drev_commission_review,13,4,2
S1_018,Drev_sack_ceo,13,5,3
S1_018,Drev_no_action,12,1,1
S1_018,Drev_commission_review,12,4,2
S1_018,Drev_sack_ceo,12,5,3
S1_018,Drev_commission_review,15,4,1
S1_018,Drev_sack_ceo,15,5,2
S1_018,Drev_no_action,15,1,3
S1_018,Drev_sack_ceo,11,5,1
S1_018,Drev_no_action,11,1,2
S1_018,Drev_commission_review,11,4,3
S1_018,Drev_no_action,14,1,1
S1_018,Drev_commission_review,14,4,2
S1_018,Drev_sack_ceo,14,5,3
S1_018,Drev_sack_ceo,16,5,1
S1_018,Drev_commission_review,16,4,2
S1_018,Drev_no_action,16,1,3
S1_018,Drev_commission_review,19,5,1
S1_018,Drev_no_action,19,1,2
S1_018,Drev_sack_ceo,19,4,3
S1_018,Drev_sack_ceo,21,5,1
S1_018,Drev_no_action,21,1,2
S1_018,Drev_commission_review,21,4,3
S1_018,Drev_commission_review,18,5,1
S1_018,Drev_no_action,18,1,2
S1_018,Drev_sack_ceo,18,4,3
S1_018,Drev_no_action,22,1,1
S1_018,Drev_commission_review,22,4,2
S1_018,Drev_sack_ceo,22,5,3
S1_018,Drev_commission_review,20,4,1
S1_018,Drev_sack_ceo,20,5,2
S1_018,Drev_no_action,20,1,3
S1_018,Drev_sack_ceo,17,5,1
S1_018,Drev_commission_review,17,4,2
S1_018,Drev_no_action,17,1,3
S1_018,Drev_sack_ceo,26,5,1
S1_018,Drev_commission_review,26,4,2
S1_018,Drev_no_action,26,1,3
S1_018,Drev_no_action,23,1,1
S1_018,Drev_sack_ceo,23,5,2
S1_018,Drev_commission_review,23,4,3
S1_018,Drev_sack_ceo,24,5,1
S1_018,Drev_commission_review,24,4,2
S1_018,Drev_no_action,24,1,3
S1_018,Drev_commission_review,27,4,1
S1_018,Drev_sack_ceo,27,5,2
S1_018,Drev_no_action,27,1,3
S1_018,Drev_commission_review,25,4,1
S1_018,Drev_sack_ceo,25,5,2
S1_018,Drev_no_action,25,1,3
S1_018,Drev_commission_review,31,5,1
S1_018,Drev_sack_ceo,31,4,2
S1_018,Drev_no_action,31,1,3
S1_018,Drev_sack_ceo,29,5,1
S1_018,Drev_commission_review,29,4,2
S1_018,Drev_no_action,29,1,3
S1_018,Drev_sack_ceo,28,5,1
S1_018,Drev_no_action,28,1,2
S1_018,Drev_commission_review,28,4,3
S1_018,Drev_no_action,32,1,1
S1_018,Drev_commission_review,32,4,2
S1_018,Drev_sack_ceo,32,5,3
S1_018,Drev_commission_review,33,4,1
S1_018,Drev_no_action,33,1,2
S1_018,Drev_sack_ceo,33,5,3
S1_018,Drev_no_action,30,1,1
S1_018,Drev_sack_ceo,30,5,2
S1_018,Drev_commission_review,30,4,3
S1_018,Drev_no_action,37,1,1
S1_018,Drev_sack_ceo,37,5,2
S1_018,Drev_commission_review,37,4,3
S1_018,Drev_no_action,34,1,1
S1_018,Drev_commission_review,34,4,2
S1_018,Drev_sack_ceo,34,5,3
S1_018,Drev_sack_ceo,36,5,1
S1_018,Drev_no_action,36,1,2
S1_018,Drev_commission_review,36,4,3
S1_018,Drev_sack_ceo,35,4,1
S1_018,Drev_commission_review,35,3,2
S1_018,Drev_no_action,35,1,3
S1_018,Drev_no_action,40,1,1
S1_018,Drev_sack_ceo,40,5,2
S1_018,Drev_commission_review,40,4,3
S1_018,Drev_no_action,39,1,1
S1_018,Drev_commission_review,39,4,3
S1_018,Drev_sack_ceo,39,5,2
S1_018,Drev_sack_ceo,42,5,1
S1_018,Drev_no_action,42,1,2
S1_018,Drev_commission_review,42,4,3
S1_018,Drev_sack_ceo,38,5,1
S1_018,Drev_commission_review,38,4,2
S1_018,Drev_no_action,38,1,3
S1_018,Drev_no_action,41,1,1
S1_018,Drev_commission_review,41,4,2
S1_018,Drev_sack_ceo,41,5,3
S1_018,Drev_sack_ceo,43,5,1
S1_018,Drev_no_action,43,1,2
S1_018,Drev_commission_review,43,4,3
S1_018,Drev_no_action,44,1,1
S1_018,Drev_commission_review,44,4,2
S1_018,Drev_sack_ceo,44,5,3
S1_018,Drev_sack_ceo,45,4,1
S1_018,Drev_no_action,45,1,2
S1_018,Drev_commission_review,45,5,3
S1_018,Drev_no_action,46,1,1
S1_018,Drev_commission_review,46,4,2
S1_018,Drev_sack_ceo,46,5,3
S1_018,Drev_no_action,47,1,1
S1_018,Drev_commission_review,47,4,2
S1_018,Drev_sack_ceo,47,5,3
S1_018,Drev_no_action,49,1,3
S1_018,Drev_commission_review,49,4,2
S1_018,Drev_sack_ceo,49,5,1
S1_018,Drev_sack_ceo,48,5,1
S1_018,Drev_commission_review,48,4,2
S1_018,Drev_no_action,48,1,3
S1_049,Drev_commission_review,1,5,1
S1_049,Drev_no_action,1,1,2
S1_049,Drev_sack_ceo,1,4,3
S1_049,Drev_no_action,3,1,3
S1_049,Drev_commission_review,3,4,1
S1_049,Drev_sack_ceo,3,5,2
S1_049,Drev_commission_review,4,5,1
S1_049,Drev_sack_ceo,4,4,2
S1_049,Drev_no_action,4,1,3
S1_049,Drev_no_action,0,1,1
S1_049,Drev_sack_ceo,0,5,2
S1_049,Drev_commission_review,0,4,3
S1_049,Drev_commission_review,5,5,1
S1_049,Drev_sack_ceo,5,5,2
S1_049,Drev_no_action,5,1,3
S1_049,Drev_no_action,6,1,1
S1_049,Drev_commission_review,6,5,2
S1_049,Drev_sack_ceo,6,4,3
S1_049,Drev_no_action,10,1,1
S1_049,Drev_commission_review,10,4,2
S1_049,Drev_sack_ceo,10,5,3
S1_049,Drev_sack_ceo,9,5,1
S1_049,Drev_no_action,9,1,2
S1_049,Drev_commission_review,9,4,3
S1_049,Drev_sack_ceo,2,5,1
S1_049,Drev_no_action,2,1,2
S1_049,Drev_commission_review,2,4,3
S1_049,Drev_commission_review,11,5,1
S1_049,Drev_sack_ceo,11,5,2
S1_049,Drev_no_action,11,1,3
S1_049,Drev_commission_review,7,5,1
S1_049,Drev_no_action,7,1,2
S1_049,Drev_sack_ceo,7,4,3
S1_049,Drev_commission_review,13,5,1
S1_049,Drev_sack_ceo,13,4,2
S1_049,Drev_no_action,13,1,3
S1_049,Drev_sack_ceo,8,5,1
S1_049,Drev_no_action,8,1,2
S1_049,Drev_commission_review,8,4,3
S1_049,Drev_no_action,12,1,1
S1_049,Drev_sack_ceo,12,5,2
S1_049,Drev_commission_review,12,4,3
S1_049,Drev_sack_ceo,15,5,1
S1_049,Drev_no_action,15,1,2
S1_049,Drev_commission_review,15,4,3
S1_049,Drev_no_action,16,1,1
S1_049,Drev_commission_review,16,4,3
S1_049,Drev_sack_ceo,16,5,2
S1_049,Drev_sack_ceo,17,5,1
S1_049,Drev_commission_review,17,4,2
S1_049,Drev_no_action,17,1,3
S1_049,Drev_no_action,14,1,3
S1_049,Drev_commission_review,14,5,1
S1_049,Drev_sack_ceo,14,4,2
S1_049,Drev_commission_review,20,5,1
S1_049,Drev_sack_ceo,20,4,2
S1_049,Drev_no_action,20,1,3
S1_049,Drev_commission_review,18,5,1
S1_049,Drev_no_action,18,1,2
S1_049,Drev_sack_ceo,18,4,3
S1_049,Drev_no_action,19,1,1
S1_049,Drev_sack_ceo,19,5,2
S1_049,Drev_commission_review,19,4,3
S1_049,Drev_no_action,22,1,1
S1_049,Drev_commission_review,22,4,2
S1_049,Drev_sack_ceo,22,5,3
S1_049,Drev_sack_ceo,21,5,1
S1_049,Drev_no_action,21,1,2
S1_049,Drev_commission_review,21,4,3
S1_049,Drev_no_action,25,1,1
S1_049,Drev_commission_review,25,4,2
S1_049,Drev_sack_ceo,25,5,3
S1_049,Drev_commission_review,23,5,1
S1_049,Drev_no_action,23,1,2
S1_049,Drev_sack_ceo,23,4,3
S1_049,Drev_commission_review,24,5,1
S1_049,Drev_sack_ceo,24,4,2
S1_049,Drev_no_action,24,1,3
S1_049,Drev_commission_review,28,5,1
S1_049,Drev_no_action,28,1,2
S1_049,Drev_sack_ceo,28,4,3
S1_049,Drev_sack_ceo,27,5,1
S1_049,Drev_commission_review,27,4,2
S1_049,Drev_no_action,27,1,3
S1_049,Drev_commission_review,29,5,1
S1_049,Drev_sack_ceo,29,4,2
S1_049,Drev_no_action,29,1,3
S1_049,Drev_no_action,32,1,1
S1_049,Drev_sack_ceo,32,5,2
S1_049,Drev_commission_review,32,4,3
S1_049,Drev_sack_ceo,33,5,1
S1_049,Drev_commission_review,33,4,2
S1_049,Drev_no_action,33,1,3
S1_049,Drev_sack_ceo,34,5,1
S1_049,Drev_commission_review,34,4,2
S1_049,Drev_no_action,34,1,3
S1_049,Drev_commission_review,30,5,1
S1_049,Drev_sack_ceo,30,4,2
S1_049,Drev_no_action,30,1,3
S1_049,Drev_no_action,26,1,1
S1_049,Drev_commission_review,26,4,2
S1_049,Drev_sack_ceo,26,5,3
S1_049,Drev_no_action,36,1,3
S1_049,Drev_commission_review,36,5,2
S1_049,Drev_sack_ceo,36,4,1
S1_049,Drev_sack_ceo,31,5,1
S1_049,Drev_no_action,31,1,2
S1_049,Drev_commission_review,31,4,3
S1_049,Drev_sack_ceo,35,5,1
S1_049,Drev_no_action,35,1,2
S1_049,Drev_commission_review,35,4,3
S1_049,Drev_commission_review,37,5,1
S1_049,Drev_no_action,37,1,2
S1_049,Drev_sack_ceo,37,4,3
S1_049,Drev_no_action,40,1,1
S1_049,Drev_commission_review,40,4,2
S1_049,Drev_sack_ceo,40,5,3
S1_049,Drev_commission_review,41,5,1
S1_049,Drev_sack_ceo,41,5,2
S1_049,Drev_no_action,41,1,3
S1_039,Drev_sack_ceo,1,5,1
S1_039,Drev_commission_review,1,4,2
S1_039,Drev_no_action,1,1,3
S1_039,Drev_no_action,0,1,1
S1_039,Drev_commission_review,0,4,2
S1_039,Drev_sack_ceo,0,5,3
S1_049,Drev_sack_ceo,38,5,1
S1_049,Drev_no_action,38,1,2
S1_049,Drev_commission_review,38,4,3
S1_049,Drev_commission_review,39,5,1
S1_049,Drev_no_action,39,1,2
S1_049,Drev_sack_ceo,39,4,3
S1_039,Drev_no_action,5,1,1
S1_039,Drev_commission_review,5,4,2
S1_039,Drev_sack_ceo,5,5,3
S1_049,Drev_no_action,42,1,1
S1_049,Drev_sack_ceo,42,4,2
S1_049,Drev_commission_review,42,5,3
S1_039,Drev_commission_review,4,5,1
S1_039,Drev_no_action,4,1,2
S1_039,Drev_sack_ceo,4,4,3
S1_049,Drev_commission_review,46,5,1
S1_049,Drev_sack_ceo,46,4,2
S1_049,Drev_no_action,46,1,3
S1_049,Drev_sack_ceo,43,5,1
S1_049,Drev_commission_review,43,4,2
S1_049,Drev_no_action,43,1,3
S1_049,Drev_commission_review,45,5,1
S1_049,Drev_sack_ceo,45,4,2
S1_049,Drev_no_action,45,1,3
S1_039,Drev_sack_ceo,10,5,1
S1_039,Drev_no_action,10,1,2
S1_039,Drev_commission_review,10,4,3
S1_039,Drev_commission_review,9,4,1
S1_039,Drev_sack_ceo,9,5,2
S1_039,Drev_no_action,9,1,3
S1_039,Drev_no_action,3,1,1
S1_039,Drev_commission_review,3,4,3
S1_039,Drev_sack_ceo,3,5,2
S1_039,Drev_commission_review,6,5,1
S1_039,Drev_no_action,6,1,2
S1_039,Drev_sack_ceo,6,4,3
S1_039,Drev_sack_ceo,7,4,1
S1_039,Drev_commission_review,7,5,2
S1_039,Drev_no_action,7,1,3
S1_049,Drev_sack_ceo,44,5,1
S1_049,Drev_commission_review,44,4,2
S1_049,Drev_no_action,44,1,3
S1_039,Drev_commission_review,2,4,1
S1_039,Drev_no_action,2,1,2
S1_039,Drev_sack_ceo,2,3,3
S1_039,Drev_commission_review,11,4,1
S1_039,Drev_no_action,11,1,2
S1_039,Drev_sack_ceo,11,5,3
S1_039,Drev_sack_ceo,8,5,1
S1_039,Drev_commission_review,8,4,2
S1_039,Drev_no_action,8,1,3
S1_049,Drev_sack_ceo,48,5,1
S1_049,Drev_commission_review,48,4,2
S1_049,Drev_no_action,48,1,3
S1_049,Drev_sack_ceo,49,5,1
S1_049,Drev_no_action,49,1,2
S1_049,Drev_commission_review,49,4,3
S1_039,Drev_sack_ceo,12,5,1
S1_039,Drev_no_action,12,1,2
S1_039,Drev_commission_review,12,4,3
S1_039,Drev_no_action,13,1,1
S1_039,Drev_sack_ceo,13,5,2
S1_039,Drev_commission_review,13,4,3
S1_039,Drev_no_action,14,1,3
S1_039,Drev_commission_review,14,4,1
S1_039,Drev_sack_ceo,14,5,2
S1_049,Drev_no_action,47,1,1
S1_049,Drev_sack_ceo,47,5,2
S1_049,Drev_commission_review,47,4,3
S1_039,Drev_no_action,18,1,3
S1_039,Drev_commission_review,18,5,1
S1_039,Drev_sack_ceo,18,4,2
S1_039,Drev_commission_review,16,4,1
S1_039,Drev_no_action,16,1,2
S1_039,Drev_sack_ceo,16,5,3
S1_039,Drev_sack_ceo,17,5,1
S1_039,Drev_no_action,17,1,2
S1_039,Drev_commission_review,17,4,3
S1_039,Drev_no_action,15,1,1
S1_039,Drev_commission_review,15,4,2
S1_039,Drev_sack_ceo,15,5,3
S1_039,Drev_no_action,19,1,1
S1_039,Drev_commission_review,19,4,3
S1_039,Drev_sack_ceo,19,5,2
S1_039,Drev_no_action,21,1,1
S1_039,Drev_sack_ceo,21,5,2
S1_039,Drev_commission_review,21,4,3
